StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,xA1,FreeResponse,xA2,FreeResponse,xA5,FreeResponse,xA12,FreeResponse,xA6,FreeResponse,xA7,FreeResponse,xA8,FreeResponse,xA9,FreeResponse,xA14,FreeResponse,xA3,FreeResponse,xA10,FreeResponse,xA13,FreeResponse,xA15,FreeResponse,xA11,FreeResponse,xA4,FreeResponse,xB1,FreeResponse,xB2,FreeResponse,xB5,FreeResponse,xB12,FreeResponse,xB6,FreeResponse,xB7,FreeResponse,xB8,FreeResponse,xB9,FreeResponse,xB14,FreeResponse,xB3,FreeResponse,xB4,FreeResponse,xB10,FreeResponse,xB11,FreeResponse,xB13,FreeResponse,xB15,FreeResponse,Sex,Race/Ethnicity,Age,Education,Income,FreeResponse - Topics
10/20/17 19:29,10/20/17 19:33,0,23.117.234.97,100,269,1,10/20/17 19:33,R_CepioxaO9UBgiRz,,,,,36.811203,-119.7128983,anonymous,EN,,,,,,,,,,,,,,,,,,,,,2,"I think if the goal was to provide people with food, then food should have been provided and not cash that could have been spent on anything.",3,I think this is up to the CEO and that is personal preference. Members can still make their own decisions if they research them all so don't see this as good or bad either way.,1,I think this is overkill and people would stop listening. That is way too much advertisement and way too long of an advertisement.,2,I think the government should do something else to help or have other requirements besides showing up for a job fair. There should be a time limit on this or else people will depend on it.,2,I think should be set between the lower end and the higher end of safety since it is not known exactly what section of % is best.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,35,4,6,
10/20/17 19:29,10/20/17 19:34,0,68.104.222.55,100,319,1,10/20/17 19:34,R_3lEUCzs7DwQZMIu,,,,,32.24760437,-110.9499969,anonymous,EN,,,,,,,,,,,5,I think it is very appropriate because it will help a lot of people who wouldn't otherwise get the help. Someone who is educated can guide them through the process.,3,"I think the idea behind it is good, that's why this gets a medium rating. The idea in practice, is horrible, this will not endear you to anybody.",2,"This is a bad idea, because many people wont want these, and wont have the money to take care of them. This will result in an increased burden on the people it is given to, as well as pain and suffering for the animal given.",4,"This will cause people to upgrade, so this does seem appropriate. However, others will also leave because of this, so it may not be the most effective solution.",5,"Without knowing any more about the drugs and the results of treatment, this seems perfectly appropriate. He has two options, and he chose one.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,34,4,3,
10/20/17 19:30,10/20/17 19:34,0,69.243.16.146,100,249,1,10/20/17 19:34,R_1Nk0pYgKQWT3Swr,,,,,38.74620056,-77.49030304,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"It is experimental, so it may or may not have positive outcome",5,He is offering skills that are needed in the workplace to encourage a better lifestyle for individuals ,4,"It provides assistance, while also encouraging to find jobs themselves ",5,It gives the employees an option to create funds for retirement,4,He's trying to make money on a product ,2,1,27,4,3,
10/20/17 19:29,10/20/17 19:34,0,98.115.20.109,100,282,1,10/20/17 19:34,R_3j6AANExHagK9rO,,,,,40.04910278,-75.22810364,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,They want to bring in as many people as possible and their thinking is that the most ambituous would go for it. Ambition and ability can go hand in hand but they aren't necessarily the same.,5,He has his clients interests in mind while making this decision and ultimately will save him money by screening people that may have not gone for fear of cost.,5,He's providing base level help for those at the most needy. Those that are secure in their housing can use that money elsewhere and can have a better life for them and their families.,2,"His decision to encourage purchasing makes sense, but limiting those songs will only make people go elsewhere and he'll lose his base.",3,"I don't know how well drug B performs to drug A, nor do I know the side effects and the cost. there's no way to really tell if he's doing good or bad.",,,,,,,,,,,1,3,38,6,6,
10/20/17 19:27,10/20/17 19:34,0,50.110.251.169,100,416,1,10/20/17 19:34,R_3hnYGTQyN4oA2KA,,,,,38.40429688,-81.97019958,anonymous,EN,,,,,,,,,,,,,,,,,,,,,4,Maybe each household. Sometimes there are 4 or 5 adults under the same roof . Homes with one a dult a nf 4 kids need help also,5,Retiremtnt is important and he is just putting a little emphasis on a good idea without ptressure,4,He is in the busoness to make money. Annoying peopke will make them upgrade or cause them to find a new way to obtain what thye ant.,2,I believe the mom should be allowed to remain home and care for her children with  o penalty,4,I guess there has to be a starting point. I don't think I would start with a number on the extreme. I hope there is room t change for each baby when it is shown necessary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,56,2,3,
10/20/17 19:26,10/20/17 19:34,0,173.80.69.34,100,486,1,10/20/17 19:34,R_3CNJdnHhq8Q2Zpl,,,,,35.90249634,-77.87349701,anonymous,EN,5,I think it's a very good idea that they put a shorter limit for the first year residents. 16 hours seems fair.,5,It's affordable and the side effects are not too bad. I think that seems like the best choice.,2,"I feel as though if he wanted to reduce unemployment, he would offer less welfare services. With more welfare, the less drive people have to find employment.",5,I think it's a great idea. It will give people more reason to enroll in the company program.,5,"The student outcomes should be put first in schools. By giving the teachers a bonus, it shows he cares about the students. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,24,3,4,
10/20/17 19:29,10/20/17 19:35,0,67.149.242.170,100,321,1,10/20/17 19:35,R_3ISMBY9ZjkJTWYo,,,,,42.30270386,-83.24559784,anonymous,EN,5,They are dangerous.,5,My mother in law has high blood pressure. Her doctor has done the same thing. It is good.,5,Good and moral person to do that.,5,It is very appropriate.,5,Great. Teachers need more.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,40,4,5,
10/20/17 19:26,10/20/17 19:35,0,108.80.209.102,100,529,1,10/20/17 19:35,R_3FXPlfqSfb2UfjB,,,,,29.80479431,-95.49089813,anonymous,EN,,,,,,,,,,,5,It is very appropriate to encourage people to do a good service for people that cannot do for themselves. Saving lives is an important service to provided.,5,It is nice to get people used to the idea and the reminder of what needs to be done to protect them. It will start them thinking about it so their doctor does not spring it on them.,5,I think it is a wonderful thing the director of this charity is wanting to do. Sometimes having an animal can mean having milk for the children or eggs for meals.,2,It is inappropriate for the users of the service. I myself will go elsewhere if possible to avoid such problems as ad free. There are a lot of companies that offer free programs without the waste of time ads.,5,If the doctor feels comfortable with type A drugs then he should use it. At any rate most drugs that perform the same treatment is the same drug just tweaked a little avoid patent infringement. Both A and B can be equally good and have the same active ingredients except B came out after so it of course costs more.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,54,3,2,
10/20/17 19:14,10/20/17 19:35,0,67.1.130.94,100,1236,1,10/20/17 19:35,R_24H6oSlNJcoHI85,,,,,32.26860046,-111.0021973,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,"As I know extremely little about medical issues regarding premature babies, I defer to his expert judgment. However, from purely a math standpoint, I would think an average of 90% would be a safer bet.",5,"The charity has presumably received this money freely (not through coercion). Therefore the director has the freedom to do what he wants with the money so long as his decision abides by the overall mission and rules of the charity.

I think that spending the money on training is a very good and helpful idea.",5,"A common complaint of welfare and ""food stamps"" recipients is that getting a job often reduces or eliminates those aid payments to the point that they are now making even less money than before (due to being paid minimum wage or less than minimum, for example waiting tables). This tends to discourage such people from seeking employment because their budget becomes even tighter than before.

I believe that the gov't's decision to continue paying their citizens even after they've gotten a job would greatly reduce the stress of their citizens living in poverty and make it easier for them to transition to the workforce without being distracted by the prospect of poorer wages.",2,"While the CEO may think he's doing his employees a favor, his employees should have full control over what they do with their wages. It's my understanding that such savings plans automatically divert some of the employee's wages into the fund for convenience. However, many people have debts and bills to pay which take top priority over saving for the future, and ""locking away"" some of that expected money could cause them difficulties. I also believe it would be an unnecessary hassle for employees to have to un-enroll themselves from the program.

Employees should be given the options to enroll immediately upon hiring OR wait to do so until a later date.",4,"It's a difficult decision to make. One the one hand, short adverts are more bearable but come with the drawback of occurring more frequently, which is annoying and distracting. On the other hand, infrequent but long commercials results in a longer continuous break between listening to music, which is also annoying and distracting and often results in the user simply muting the music player until the ad is over.

Overall, I think that the long adverts could be slightly more effective, but it also depends on how creative and persuasive the ads are. ",2,"2,3",27,3,1,
10/20/17 19:23,10/20/17 19:35,0,65.90.11.187,100,725,1,10/20/17 19:35,R_UgsG6Wa1DfYhUZj,,,,,28.03430176,-97.86019897,anonymous,EN,5,While we as individuals do have the freedom to select more hours should we choose; after a certain number of hours without sleep our bodies go into a mode of action where we aren't exactly aware of the decisions we are making. The protection of the patients lives is of maor importance. ,3,"I think before the doctor approves the medicaiton, he should run some of his own trials with it. We all react to medications differently; so it would be a good idea to perform his own studies before he agrees to prescribe the medication to all patients. ",5,"We must be willing to help those who are unable to help themselves, which is something that would be done. With that in mind, they should require volunteer work in turn for the services they provide. ",5,"The CEO seems to care about their employees, therefore he gives more option so that perhaps they will be more inclined to select a retirement plan. By doing so, employees will be able to plan ahead. ",4,"The bonus would be great for the teachers; however, that does not necessarily guarantee happier teachers. I have had many teachers in my life whom you could just tell they did not want or care for their jobs. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,32,4,2,
10/20/17 19:29,10/20/17 19:35,0,173.46.250.252,100,355,1,10/20/17 19:35,R_1IslkEWgiCVB0m5,,,,,37.17019653,-93.32969666,anonymous,EN,,,,,,,,,,,5,They are trying to solve a problem.,5,There is nothing offensive about the card.,3,This would be a very helpful donation in a developing and agricultural country. It would not be in a developed country.,5,It's a business decision with potential for success or failure. They aren't entitled free service.,3,Because there are no differences between the two options.The does appear to be enough information to answer any other way.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,45,4,3,
10/20/17 19:26,10/20/17 19:35,0,98.144.239.125,100,563,1,10/20/17 19:35,R_3HouUTkeUlze6Yj,,,,,42.88630676,-87.88829803,anonymous,EN,,,,,,,,,,,,,,,,,,,,,5,"I think the doctor's decision was very appropriate because, he provided low-income adults with enough cash to supply them with food, which could have a huge positive impact on these families' lives.",4,I think this is somewhat appropriate because it points the employees in the right direction and helps them come up with and build a retirement plan.,1,"I think this CEO's decision to push ads after every couple songs is a terrible and greedy idea. Clearly, people will become annoyed and want to purchase the premium service just to get rid of the ads.",5,"I think this is fair. You get compensated for being unemployed and you are given a time frame to go to a fair at various times of the year and get an opportunity to find a career. Therefore, this is a very appropriate decision.",4,"In a situation like this, it's hard to really say whether or not the decision was or wasn't inappropriate. However, I think the doctor made the right decision because he chose a variable that was in between 85 and 95 just to be safe and ensure the babies safety. And therefore, I'd say that this decision was somewhat appropriate.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,21,2,3,
