pid,cond,condLabel,dv,dv_binary,FreeResponse,Duration,ResponseId,PlantFood,PlantFood_Correct,GenesAnswer,GenesAnswer_Correct,Earth,Earth_Correct,Radioact,Radioact_Correct,Lasers,Lasers_Correct,Electrons,Electrons_Correct,Continents,Continents_Correct,Gender,Gender_Correct,Antibiotics,Antibiotics_Correct,degree,Degree_spec,ScienceLitSummed,STEMdegree,God,Intuition,ScienceBelief,ScienceBelief_Reverse,Sex,SexBinary1Male,Race/Ethnicity,RaceBinary1White,Age,AgeBinary1Old,Education,EducationBinary1Degree,Income,IncomeBinary1HighInc,IntuitionScore_ByHand,ScienceLitScore,RepeatTurkerLabelCode,,,,,,,,,,,,
1027,xB1,Drug.B,5,0,"It's approved, affordable and side effects aren't bad.",187,R_32PXuL0RPy0ynJl,2,1,1,1,1,1,2,1,2,1,2,0,1,1,2,0,2,1,2,,7,0,3,4,4,2,1,1,3,1,35,1,4,1,5,1,9,7,0,,,,,,,,,,,,
1028,xAB2,DrugTeach.AB,2,1,he should which drug is appropiate for each patient-- not a year long experiment.,238,R_tJUXqyElrMDTSPD,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,,9,0,1,1,5,1,1,1,3,1,75,1,2,0,2,0,3,9,0,,,,,,,,,,,,
1029,xA6,Recruit.Social,5,0,"The nation's congress is trying to help the nation by getting the best help they can.  They are trying to recruit people that care about others but also can be leaders, which is a good thing since this is a new program and will need strong leaders to build the program from the ground up.",321,R_sStlDWfu8v0bDJ7,2,1,1,1,1,1,2,1,1,0,2,0,2,0,1,1,1,0,2,,5,0,4,2,4,2,2,0,3,1,34,1,4,1,2,0,8,5,0,,,,,,,,,,,,
1030,xAB6,Recruit.SC,2,1,It gives the people in the community the option to choose but depending on the type of community it targets those that want to work in a career over those that just want to volunteer.,224,R_1CCIm7EnuEVoJDf,2,1,1,1,1,1,2,1,2,1,2,0,1,1,1,1,2,1,2,,8,0,3,3,2,4,1,1,3,1,35,1,2,0,1,0,10,8,0,,,,,,,,,,,,
1031,xB5,Charity.Train,5,0,"I think this is an excellent decision because giving money to poor people does not help them in the long term. It only helps them in the short term to get food, water, shelter for maybe that day, week or month. A training session would help them in the long term because they could apply their knowledge to get a job and have better chance of getting a job or one that is better pay because of their training.",258,R_2Tv0woi7FaPLlFw,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,1,Environmental Science with an emphasis on environmental management,9,1,5,3,5,1,2,0,3,1,29,0,4,1,5,1,9,9,0,,,,,,,,,,,,
1032,xA2,DrugTeach.A,4,0,"Just because an establishment prescribes only those 2 drugs, that doesn't mean there's not something else out there better that he should look into.",172,R_1js40LKncy4AShi,2,1,1,1,1,1,1,0,2,1,2,0,1,1,1,1,1,0,2,,6,0,2,1,5,1,2,0,3,1,23,0,3,0,2,0,4,6,0,,,,,,,,,,,,
1033,xA2,DrugTeach.A,3,0,There is no comparison if A is better than B.,183,R_87dY0FqKaGZdyxz,2,1,1,1,1,1,2,1,2,1,1,1,1,1,2,0,1,0,2,,7,0,3,1,5,1,1,1,3,1,28,0,4,1,4,1,5,7,0,,,,,,,,,,,,
1034,xA1,Drug.A,5,0,"Dr, Jones cares about patients very much. He is very passionate and responsible! He is very caring and make sure to give right medications. He is not only a doctor, but also a good scientist to help his patients using diagnostic methods to identify the problems, which are very good scientific approach to resolve problems.",1632,R_XAmfoSXeawTPawh,2,1,2,0,1,1,1,0,1,0,1,1,1,1,1,1,2,1,1,Computer Engineering ,6,1,5,2,5,1,2,0,4,0,30,0,6,1,3,0,8,6,0,,,,,,,,,,,,
1035,xB1,Drug.B,4,0,"It is not known whether Drug B has been approved. However, it is affordable and told the patient on possible side effects so it is somewhat appropriate.",206,R_26o3ExrCIEG6ls5,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,1,Mechanical Engineering,9,1,2,4,2,4,1,1,4,0,25,0,4,1,3,0,10,9,0,,,,,,,,,,,,
1036,xB7,Income.Unemployed,3,0,Sounds like communism but it could be beneficial for the citizens.,218,R_1qTZCd5lsxOmD24,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,0,2,,8,0,3,3,3,3,1,1,1,0,28,0,3,0,2,0,9,8,0,,,,,,,,,,,,
1037,xAB7,Income.AU,2,1,I donâ€™t see any reason for the difference in compensation to each group as it isnâ€™t relative in my opinion to show any significance,229,R_5uo7EzsOlM2iFVf,2,1,1,1,1,1,2,1,2,1,2,0,1,1,1,1,1,0,2,,7,0,5,4,4,2,2,0,3,1,35,1,2,0,2,0,11,7,0,,,,,,,,,,,,
1038,xA7,Income.All,5,0,"I think that is a great way to get people to look for jobs is to pay them to go to job fairs makes total sense
",282,R_3lXfsaZhYg4pFKj,1,0,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,0,2,,7,0,1,1,5,1,1,1,3,1,39,1,4,1,5,1,3,7,0,,,,,,,,,,,,
1039,xA3,Funds.More,4,0,"More funds sounds good, but only if they are quality funds. Also it's good but not the best way to encourage participation, which would be an employer match.",152,R_1jVwPxyP8R4RplI,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,,9,0,1,1,4,2,2,0,3,1,46,1,6,1,3,0,4,9,0,,,,,,,,,,,,
1040,xB6,Recruit.Career,4,0,I feel like this is necessary as there is an obvious shortage of nurses and doctors but it is only a temporary fix as there should be more formal training for more qualified candidates to serve as healthcare professionals in the future.,169,R_2AXTIcJBVx8gU1d,2,1,1,1,1,1,2,1,2,1,2,0,1,1,2,0,2,1,2,,7,0,1,2,4,2,2,0,4,0,23,0,4,1,1,0,5,7,0,,,,,,,,,,,,
1041,xAB6,Recruit.SC,5,0,This method will be a marketing campaign.  The concept is to see what attracts the type of person required for the position.,299,R_2xQQyQBMD5IUCar,2,1,1,1,2,0,2,1,1,0,1,1,1,1,1,1,2,1,2,,7,0,5,4,4,2,2,0,3,1,51,1,4,1,4,1,11,7,0,,,,,,,,,,,,
1042,xAB3,Funds.MH,4,0,I think choice would enable employees to make better decisions in regards to there retirement options and possibly enable them to set retirement funds.,246,R_UgpKfZnkQEv4Pjr,2,1,1,1,1,1,2,1,2,1,2,0,1,1,2,0,2,1,1,Biology,7,1,1,1,4,2,1,1,4,0,41,1,4,1,3,0,4,7,0,,,,,,,,,,,,
1043,xA6,Recruit.Social,4,0,"The idea itself isn't bad, I will entertain the thought of more job openings as we need them. But what I don't support is the desire to help everybody. Sometimes it's better if people died.",124,R_262RZywWgMiRfWQ,1,0,1,1,1,1,2,1,2,1,1,1,1,1,2,0,2,1,2,,7,0,3,3,3,3,1,1,4,0,20,0,2,0,1,0,9,7,0,,,,,,,,,,,,
1044,xB3,Funds.Highlight,5,0,"Although I'm not sure the CEOs strategy will work, saving for retirement is so important especially at a young age. He is greatly benefiting his employees by encouraging them to save",214,R_XFkOqVc9bRNYK7n,2,1,1,1,1,1,2,1,1,0,1,1,1,1,2,0,1,0,2,,6,0,2,2,4,2,1,1,3,1,32,0,6,1,3,0,6,6,0,,,,,,,,,,,,
1045,xAB2,DrugTeach.AB,4,0,"I choose my answer because for him to be consistent and know which drugs works best, he must have to experiment on them",517,R_2cde7Lw6i0pR9q4,2,1,1,1,2,0,1,0,1,0,2,0,2,0,1,1,1,0,2,,3,0,5,4,4,2,1,1,3,1,25,0,4,1,3,0,11,3,0,,,,,,,,,,,,
1046,xAB1,Drug.AB,4,0,"because I never heard of a dotor doing this hwever, it might be a good idea",216,R_1Peim2X8AgfvN9r,2,1,1,1,1,1,2,1,1,0,1,1,2,0,1,1,1,0,2,,6,0,1,4,1,5,2,0,3,1,74,1,2,0,2,0,10,6,0,,,,,,,,,,,,
1047,xA5,Charity.Roof,4,0,They can use the charity however they wish. At least their choice should make some people happy.,318,R_8DhLJvmPVaPlLiN,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,0,2,,8,0,1,1,5,1,1,1,3,1,23,0,4,1,1,0,3,8,0,,,,,,,,,,,,
1048,xB4,Teacher.Breaks,4,0,"if teachers mood is pleasant,then they can explain children somewhat better.",1006,R_1GEsoF8aviJbEHA,2,1,1,1,1,1,2,1,2,1,1,1,1,1,2,0,2,1,1,Electronics and communications engineering,8,1,4,3,5,1,1,1,4,0,25,0,6,1,3,0,8,8,0,,,,,,,,,,,,
1049,xB2,DrugTeach.B,1,1,"His blanket decision that all of his patients will receive drug B may not be right for everyone. Both drugs likely have side affects and some of them may differ. It would be much preferable if he were to make an individual determination on what is best for each patient. One could argue that both are approved drugs yes - but that does not mean both are equally as good for every patient. After all, these patients are paying good money to receive individualized care and Doctor Jones is not providing that.",336,R_27vgqdzn0SfOwbL,2,1,1,1,1,1,2,1,2,1,2,0,1,1,1,1,2,1,2,,8,0,1,5,5,1,2,0,3,1,43,1,3,0,6,1,7,8,0,,,,,,,,,,,,
1050,xAB4,Teacher.BoBr,4,0,Its a good way to offer incentives to teachers to do better.  I think it would be awesome to have the opportunity to get a bonus like this to improve my job capabilities.,223,R_1d1cAUCkomguoiy,2,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,2,1,2,,8,0,2,2,4,2,2,0,3,1,46,1,3,0,6,1,6,8,0,,,,,,,,,,,,
1051,xA1,Drug.A,5,0,because I am on high blood pressure meds.,214,R_2aqVjIHoEV3kOdr,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,0,2,,8,0,3,2,5,1,1,1,3,1,45,1,3,0,4,1,6,8,0,,,,,,,,,,,,
1052,xB5,Charity.Train,5,0,"People in the lowest income bracket need the help the most. It's more beneficial long term to provide training for a person, instead of giving them cash/food/clothing, etc., as that only helps in the short term, and leaves them in the same predicament they began with.",210,R_2axBn6gvPT7C6l5,2,1,1,1,1,1,2,1,2,1,2,0,1,1,1,1,2,1,2,,8,0,1,1,5,1,2,0,3,1,42,1,4,1,3,0,3,8,0,,,,,,,,,,,,
1053,xAB5,Charity.RT,2,1,It is somewhat inappropriate because he is deciding what they need to make their lives better.,408,R_2xWyBtvnMs0L3dh,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,0,2,,8,0,1,1,4,2,2,0,1,0,36,1,3,0,2,0,4,8,0,,,,,,,,,,,,
1054,xA4,Teacher.Bonus,5,0,"First of all teachers already make a meager salary for what they do. They deserve to have bonuses and other rewards.  Also if there is a bonus in store, the teachers will have even more incentive to do a good job and remain in good standing.",243,R_24oYnxds8rsDSmR,2,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,2,1,1,biology,8,1,4,4,4,2,2,0,1,0,35,1,4,1,3,0,10,8,0,,,,,,,,,,,,
1055,xB4,Teacher.Breaks,2,1,I just do not find this to be appropriate.,295,R_1jJ8rB45KeHe5il,2,1,1,1,1,1,2,1,1,0,2,0,1,1,2,0,1,0,2,,5,0,3,4,3,3,2,0,3,1,31,0,4,1,4,1,10,5,0,,,,,,,,,,,,
1056,xA6,Recruit.Social,5,0,"For people working in health care, you want them to be motivated by service and taking care of their community.",173,R_3DnANUeejVpxHI5,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,1,Physics/Math,9,1,1,1,5,1,2,0,3,1,52,1,4,1,6,1,3,9,0,,,,,,,,,,,,
1057,xA5,Charity.Roof,1,1,What a silly idea.Many other needs could be filled.,275,R_3j8z9O2u8upRrhp,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,,9,0,1,1,5,1,1,1,3,1,57,1,3,0,1,0,3,9,0,,,,,,,,,,,,
1058,xAB6,Recruit.SC,5,0,I believe that both campaigns that congress has decided to conduct in the districts will be sufficient in generating interest in the health assistant position.  I believe it is a good idea to see which one works better after the year so congress can get as many people interested in this position as possible.,336,R_1mVkHkX7C1noOLy,2,1,1,1,1,1,1,0,2,1,2,0,1,1,2,0,1,0,2,,5,0,4,2,5,1,2,0,3,1,30,0,4,1,4,1,7,5,0,,,,,,,,,,,,
1059,xB3,Funds.Highlight,5,0,It is great that he is trying to help his employees plan for retirement by providing them with information so that they can make wise choices regarding retirement plans.,197,R_2dAqhYaUsccLAAT,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,,9,0,1,1,5,1,2,0,4,0,37,1,6,1,5,1,3,9,0,,,,,,,,,,,,
1060,xB7,Income.Unemployed,5,0,I feel like this program is more than fair and it is encouraging its out of work citizens to keep looking for a job. By continuing to fund the 500 dollars even if they find a job it will prevent them from not accepting a job to keep receiving the money. This is a very good plan.,319,R_2BtkLEkQc7Z6dIv,2,1,2,0,1,1,2,1,2,1,2,0,1,1,1,1,2,1,2,,7,0,5,4,4,2,2,0,3,1,48,1,6,1,4,1,11,7,0,,,,,,,,,,,,
1061,xB5,Charity.Train,4,0,"I think he means well, but in my opinion, the money should go for immediate needs such as food, clothing and shelter. One month isn't going to do much except possibly get someone interested in a trade.",187,R_31FXMeZei1Kg3O4,2,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,2,1,1,Computer Science,8,1,2,1,5,1,2,0,3,1,53,1,6,1,5,1,4,8,0,,,,,,,,,,,,
1062,xB6,Recruit.Career,5,0,"If there is a severe shortage of doctors and nurses, I think training individuals to treat many of the most common ailments is a great idea. A year of training is not enough to qualify a person to diagnose on the same level as a doctor or nurse, but in an area where there is currently no healthcare, I think having someone with even minimal training would be helpful. Part of the training should include, of course, knowing when the Health assistant is out of their depth, and referring the patient to someone more qualified.",927,R_4Toq0W3slpGznhL,2,1,1,1,1,1,2,1,2,1,2,0,1,1,1,1,2,1,2,,8,0,2,1,5,1,2,0,3,1,46,1,2,0,4,1,4,8,0,,,,,,,,,,,,
1063,xB2,DrugTeach.B,5,0,"Both options were acceptable, maybe a few of his patients didn't respond well to drug A even though it is an acceptable medication.",210,R_3M0Fjaltge7ChQg,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,0,1,laboratory technology,8,1,1,1,5,1,2,0,3,1,61,1,4,1,5,1,3,8,0,,,,,,,,,,,,
1064,xA2,DrugTeach.A,5,0,"I choose it because its the best option for his patient with high blood pressure. And as a doctor working in the clinic, he probably know the best drug to prescribe.",1197,R_PMqzIXTqKlpt6Qp,2,1,2,0,1,1,2,1,1,0,2,0,1,1,1,1,1,0,2,,5,0,4,4,5,1,2,0,3,1,26,0,4,1,3,0,9,5,0,,,,,,,,,,,,
1065,xA1,Drug.A,5,0,"As long as it is is okay'ed by the FDA it should be okay to give to patients. Plus, it is affordable with limited side effets.",208,R_31GkUsUVtGK26zz,2,1,1,1,1,1,2,1,2,1,2,0,1,1,1,1,2,1,1,Experimental Psychology,8,1,1,1,5,1,2,0,3,1,29,0,6,1,6,1,3,8,0,,,,,,,,,,,,
1066,xA3,Funds.More,4,0,I accepted,224,R_1l5Z1I0gnAATFur,1,0,1,1,2,0,2,1,1,0,2,0,1,1,2,0,2,1,1,BE,4,1,4,4,5,1,1,1,4,0,36,1,6,1,3,0,9,4,0,,,,,,,,,,,,
1067,xA7,Income.All,4,0,They have made sure that their citizens are employed.,164,R_1KvGdezwIGt6Eo3,2,1,1,1,1,1,2,1,2,1,2,0,1,1,2,0,1,0,2,,6,0,2,2,5,1,1,1,3,1,22,0,3,0,2,0,5,6,0,,,,,,,,,,,,
1068,xAB5,Charity.RT,3,0,"Do not know the purpose of the charity, or why people donated.  Therefore cannot determine the appropriateness of the directors actions.",361,R_2ahqTGEoJJ84jNK,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,,9,0,3,3,3,3,1,1,"2,3,5",0,37,1,4,1,5,1,9,9,0,,,,,,,,,,,,
1069,xB1,Drug.B,4,0,"I trust Doctor Jones because it explains his motive - he wants to provide good treatment to his patients.  He also wants to create good value out of the drug for his patients, thus increasing their happiness by providing them a low side effect, low cost solution.  The paragraph doesn't let us know if it is FDA approved or not, however, thus my ""somewhat appropriate"" designation.",246,R_1E0AFED46Mgh9lK,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,,9,0,4,3,5,1,1,1,3,1,35,1,6,1,5,1,8,9,0,,,,,,,,,,,,
1070,xAB4,Teacher.BoBr,5,0,It would be appropriate if he gave the teachers a choice as to which option they could chose. Some benefits fit better people and make them work better.,604,R_2sRYUFQKhBNsvp6,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,,9,0,5,4,2,4,2,0,3,1,57,1,3,0,4,1,13,9,0,,,,,,,,,,,,
1071,xA4,Teacher.Bonus,4,0,In my experience at school it was the teachers who were happiest that I loved the most and did the best for. Teachers should be invented on the overall performance of their students. The only downfall could be possible ethics issues where teacher provide students with grades they do not earn in order to ensure they receive a bonus.,463,R_2t4pEfA2YP0mvKH,2,1,1,1,1,1,2,1,1,0,1,1,2,0,1,1,1,0,2,,6,0,4,3,5,1,2,0,3,1,33,0,3,0,4,1,8,6,0,,,,,,,,,,,,
1072,xAB2,DrugTeach.AB,4,0,Trail and error is the only way in this case to determine what is the best drug to use for these patients. Being able to figure out what medication works best with less effects I think would be the goal for anyone.,348,R_R4RzVd2A0g6g8ud,2,1,2,0,1,1,1,0,2,1,1,1,1,1,1,1,2,1,2,,7,0,3,2,4,2,2,0,3,1,28,0,3,0,5,1,7,7,0,,,,,,,,,,,,
1073,xAB3,Funds.MH,1,1,"He offered a basic explanation option for those who don't want to research, and more options for those who want them and like to research. Also any CEO who actually encourages retirement and has plans for their people is impressive.",338,R_2tx2vrbcPXhPKD3,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,,9,0,2,2,2,4,2,0,3,1,33,0,3,0,2,0,8,9,0,,,,,,,,,,,,
1074,xAB7,Income.AU,5,0,It looks like a very viable decision to cut unemployment and lower unemployment payments.,359,R_2PClLc82nDku17L,2,1,2,0,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,,8,0,4,2,5,1,1,1,3,1,31,0,6,1,5,1,7,8,0,,,,,,,,,,,,
1075,xAB7,Income.AU,5,0,"Unemployment insurance is very complicated because many think that it disincentivizes workers from looking for new jobs. In fact, I think it is more common that people want to work and find new jobs, and unemployment insurance is a good way to help cover costs associated with finding a new job. I think this governments decision to do a real-world test to find the best solution is very appropriate.",329,R_1I6hMbWhKmxgpwO,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,,9,0,3,1,4,2,1,1,3,1,33,0,4,1,2,0,6,9,0,,,,,,,,,,,,
1076,xB1,Drug.B,5,0,"I chose this because it seems like Dr. Jones considered both cost and adverse side effects.  These are the two most common concerns with medications, so I think he made an informed decision.",242,R_3Ry0XSttaQ4ryY5,2,1,1,1,1,1,2,1,2,1,2,0,1,1,1,1,2,1,2,N/A,8,0,1,1,5,1,1,1,3,1,31,0,6,1,6,1,3,8,0,,,,,,,,,,,,
1077,xA1,Drug.A,5,0,he is prescribing a drug that's indicated for his patients' conditions. It's affordable and will do more good than harm.,208,R_3R4a5ZNgCa7cp12,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,,9,0,1,1,5,1,2,0,3,1,45,1,6,1,4,1,3,9,0,,,,,,,,,,,,
1078,xB5,Charity.Train,4,0,"Feeding a person or clothing them helps for the moment, but helping them learn a skill or trade will help them over a period of time.",427,R_24A5PvjfTkkpek9,2,1,1,1,1,1,2,1,2,1,2,0,1,1,1,1,2,1,2,,8,0,4,2,5,1,2,0,3,1,34,1,3,0,4,1,7,8,0,,,,,,,,,,,,
1079,xB2,DrugTeach.B,5,0,"Drug B is prescribed for high blood pressure, and is affordable with tolerable side effects. It is appropriate that Dr. Jones prescribes it for patients with high blood pressure.",205,R_2ZTXv7vOVPrFwpT,2,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,2,1,2,,8,0,1,1,5,1,2,0,3,1,23,0,4,1,6,1,3,8,0,,,,,,,,,,,,
1080,xA3,Funds.More,4,0,I think this will encourage more people to sign up for the savings plan.,193,R_51gjCqf7vzx55ip,2,1,1,1,1,1,2,1,2,1,2,0,1,1,1,1,2,1,2,,8,0,3,2,3,3,2,0,3,1,44,1,3,0,3,0,8,8,0,,,,,,,,,,,,
1081,xAB2,DrugTeach.AB,4,0,I think Doctor Jones's decision is somewhat appropriate for the current medical industry because this is similar to what many doctors actually do. All patients should be aware that when they enter the doctors office they may be subject to guinea-pig-like testing.,1465,R_BJ2b3DmleBe7yrT,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,0,2,,8,0,5,4,2,4,2,0,5,0,33,0,6,1,5,1,13,8,0,,,,,,,,,,,,
1082,xA7,Income.All,5,0,"Because it is a good approach to support those who are out of work while also encouraging them to find work. 6 months seems like an appropriate amount of time and, while $1000/month isn't a ton of money, it's enough to get by on and should be enough motivation to want to get a job and make more.",178,R_1KoNbhPYZJM6O5r,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,,9,0,1,2,5,1,2,0,5,0,37,1,6,1,3,0,4,9,0,,,,,,,,,,,,
1083,xAB4,Teacher.BoBr,4,0,"Both groups are getting benefits from the experiment, and overall will help him decide on the best course of action to help his teachers.",600,R_2AXVZBrsJ294LBB,2,1,1,1,1,1,2,1,2,1,1,1,2,0,1,1,2,1,2,,8,0,3,1,4,2,2,0,3,1,36,1,4,1,4,1,6,8,0,,,,,,,,,,,,
1084,xA5,Charity.Roof,2,1,"I would think that a better use would be trying to help these people develop a sustainable thing that will improve their lives, such as access to water or animals to farm. If you are low level income, how likely is it that you have a home?",147,R_2wagBHnAa1I4TgM,2,1,1,1,1,1,2,1,2,1,1,1,1,1,2,0,2,1,2,,8,0,5,1,5,1,1,1,3,1,31,0,6,1,6,1,7,8,0,,,,,,,,,,,,
1085,xB6,Recruit.Career,4,0,"It is appropriate because the nation is suffering from a health crisis and something needs to be done, but it is not a long-term solution because it means the people living in the most remote regions are receiving a lower standard of health care. The supply of doctors and nurses should be boosted instead.",206,R_3JqRkF3qxZEXMoJ,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,1,math,9,1,3,2,5,1,1,1,4,0,36,1,6,1,2,0,6,9,0,,,,,,,,,,,,
1086,xAB1,Drug.AB,4,0,"Potentially, both drugs could be beneficially to different groups of patients.  There is a possibility one drug is better for a smaller group and should be recommended to them.",235,R_3ltuMfGPTTTpxjH,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,1,Physics,9,1,1,1,5,1,1,1,3,1,28,0,6,1,6,1,3,9,0,,,,,,,,,,,,
1087,xAB6,Recruit.SC,4,0,"Having a health assistant is better than having no one.
A health assistant may help to improve the lives of those in other areas.",199,R_2bO9w7RMV1GUW2B,2,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,2,1,2,,7,0,5,5,4,2,2,0,1,0,45,1,6,1,4,1,12,7,0,,,,,,,,,,,,
1088,xB4,Teacher.Breaks,4,0,I think the time off will be good for the teachers and it will give them a needed break,283,R_1K6ULLIvdVTzc4U,1,0,1,1,1,1,2,1,2,1,2,0,1,1,2,0,1,0,2,,5,0,4,5,3,3,1,1,3,1,51,1,2,0,4,1,12,5,0,,,,,,,,,,,,
1089,xA2,DrugTeach.A,5,0,"Assuming the efficacy of the drugs is similar, the burdens to the patients in terms of cost are equal.",213,R_1o5B9GuTVrGn8X0,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,0,2,,8,0,3,1,5,1,1,1,5,0,33,0,5,1,6,1,5,8,0,,,,,,,,,,,,
