,ID,Time.Started,Time.Finished,OS,Country,Area,City,Provider,Gender,Age,Year.Of.Birth,Question.1,In.a.couple.of.sentences..please.tell.us.why.you.chose.the.option.you.chose.,God.or.some.type.of.nonhuman.entity.is.in.control.of.the.events.in.the.universe.,We.believe.too.often.in.science..and.not.enough.in.feelings.and.faith.,Knowledge.can.best.be.obtained.through.scientific.research.,Marital.Status,Number.of.children,Education,Employment.Status,Career,Race,Income,Musicfan,Productivity.Booster,Bookworm,Socialite,Traveler,Sportsfan,Gamer,Value.Shopper,Food.and.Dining.Lover,Entertainment.Enthusiast,Fashionista,ADID.IDFA
93,602782975,8/19/17 6:48,8/19/17 6:48,Android,US,Illinois,Olney,AT&T,female,35 - 44,1982,Somewhat appropriate,Doing everything they can to be safe and help others.,Agree,Neither agree nor disagree,Agree,married,two,high_school,homemaker,education,white,lower_i,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,e2afc9ad-3cb5-4177-bc20-49a0916dbb54
37,604830076,8/19/17 6:36,8/19/17 6:37,Web,US,California,San Luis Obispo,,female,45 - 54,1972,Very appropriate,We have the right to know the risks of any procedure being done to our bodies.  We deserve the right to choose whether or not to proceed.,Agree,Neither agree nor disagree,Strongly agree,married,two,university,homemaker,unemployed,white,middle_ii,,,,,,,,,,,,
12,617361560,8/19/17 6:36,8/19/17 6:37,iOS,US,Missouri,High Ridge,,female,25 - 34,1989,Somewhat inappropriate,I wouldn't like it.  it's uncomfortable.,Strongly agree,Agree,Agree,single,zero,university,employed_for_wages,health_care_and_social_assistance,arab,lower_ii,,,,,,,,,,,,1143E508-5812-48A8-BECD-30E9B2DEF651
28,627836824,8/19/17 6:47,8/19/17 6:47,Android,US,Michigan,Detroit,Boost Mobile,male,45 - 54,1967,Somewhat appropriate,It's just a good idea to keep people in the know.,Strongly agree,Disagree,Agree,married,six_or_more,high_school,employed_for_wages,transportation_and_warehousing,white,lower_ii,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,3c242799-cbff-4148-942b-19fd7ab7d92b
38,644490428,8/19/17 7:05,8/19/17 7:05,Android,US,Texas,Houston,T-Mobile,female,25 - 34,1989,Neither inappropriate nor appropriate,All depends on Dr 's,Neither agree nor disagree,Agree,Neither agree nor disagree,living_with_partner,three,high_school,unemployed_not_looking,unemployed,hispanic,lower_i,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,4dd801ee-4ee7-4926-9dcc-578f8b2809f9
37,648239393,8/19/17 6:48,8/19/17 6:48,iOS,US,Texas,San Antonio,T-Mobile,female,18 - 24,1998,Very appropriate,Cause it's the best one,Neither disagree nor agree,Neither disagree nor agree,Disagree,living_with_partner,zero,high_school,self_employed,education,hispanic,lower_i,,,,,,,,,,,,79019568-582E-4260-8F7C-5113B36B7CB3
38,648239393,8/19/17 6:49,8/19/17 6:49,iOS,US,Texas,San Antonio,T-Mobile,female,18 - 24,1998,Somewhat appropriate,Because I think it's the right one,Agree,Disagree,Neither disagree nor agree,living_with_partner,zero,high_school,self_employed,education,hispanic,lower_i,,,,,,,,,,,,79019568-582E-4260-8F7C-5113B36B7CB3
47,648239393,8/19/17 6:49,8/19/17 6:49,iOS,US,Texas,San Antonio,T-Mobile,female,18 - 24,1998,Very inappropriate,I don't think this,Agree,Strongly agree,Disagree,living_with_partner,zero,high_school,self_employed,education,hispanic,lower_i,,,,,,,,,,,,79019568-582E-4260-8F7C-5113B36B7CB3
92,651006306,8/19/17 6:37,8/19/17 6:38,Android,US,Illinois,Chicago,Boost Mobile,female,25 - 34,1991,Very inappropriate,I just don't agree humans are not just any type of experiments and humans deserve nothing but the good health and not suffer,Agree,Agree,Agree,single,one,vocational_technical_college,unemployed_looking,unemployed,hispanic,lower_i,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,e1ef48b1-1605-4e66-b161-2b09e23c106f
45,652182300,8/19/17 6:49,8/19/17 7:06,Android,US,Tennessee,Lawrenceburg,T-Mobile,female,18 - 24,1993,Somewhat appropriate,"Seems like a good training g/reminder method, but ultimately will do only a small amount of good. Doctor's are always moving fast, trying to get from one patient to another as quickly as possible in most cases. I can't see any of them taking the time and care to make sure they follow the card any more so then they would without having it on them at all times. A good idea in theory, but impossible to keep track of who actually  uses it as a proper  reminder.",Agree,Agree,Neither disagree nor agree,living_with_partner,two,high_school,homemaker,hotel_and_food_services,white,lower_ii,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,5eff83df-8c16-4f94-a061-38651c3ac9bd
33,665471141,8/19/17 7:08,8/19/17 7:08,iOS,US,California,Huntington Park,,female,25 - 34,1988,Somewhat appropriate,They should assign specific doctors that know exactly what to do,Agree,Agree,Neither agree nor disagree,divorced,two,vocational_technical_college,homemaker,homemaker,hispanic,lower_i,,,,,,,,,,,,
8,667018640,8/19/17 7:07,8/19/17 7:07,Android,US,California,Bakersfield,AT&T,female,18 - 24,1995,Somewhat inappropriate,"Let's patients know what to expect, but many probably won't care to notice the effort",Strongly agree,Strongly agree,Neither agree nor disagree,living_with_partner,one,high_school,other,retail,prefer_not_to_say,prefer_not_to_say,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,1079e1a1-a569-4cc3-b99f-66f1d9d42375
3,667018640,8/19/17 7:08,8/19/17 7:08,Android,US,California,Bakersfield,AT&T,female,18 - 24,1995,Very appropriate,Patients know what to expect,Strongly disagree,Neither disagree nor agree,Neither disagree nor agree,living_with_partner,one,high_school,other,retail,prefer_not_to_say,prefer_not_to_say,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,1079e1a1-a569-4cc3-b99f-66f1d9d42375
23,687150773,8/19/17 7:09,8/19/17 7:09,iOS,US,Pennsylvania,Wexford,Verizon,female,45 - 54,1964,Somewhat appropriate,I think if the instruction are printed on a card with the dr the chances of not following them correctly are slim which will cause less chance of infection,Agree,Agree,Agree,divorced,two,high_school,employed_for_wages,health_care_and_social_assistance,white,lower_ii,,,,,,,,,,,,426CD13E-B519-4400-9E19-AC5304754381
88,704297013,8/20/17 17:48,8/20/17 17:48,iOS,US,Texas,Coppell,StarHub,male,25 - 34,1989,Somewhat inappropriate,Patients have to right to know proper SOPs,Agree,Neither agree nor disagree,Agree,married,one,university,employed_for_wages,manufacturing_computer_and_electronics,asian,lower_ii,,,,,,,,,,,,CFC8064F-8297-474B-8BE9-7522059AB2E4
73,709803024,8/19/17 7:06,8/19/17 7:06,iOS,US,Missouri,St Louis,T-Mobile,female,25 - 34,1991,Very appropriate,I think it was helpful and it always good to listen to your doctor,Disagree,Strongly disagree,Agree,married,one,high_school,student,education,arab,high_i,,,,,,,,,,,,BF05D4C1-DD8C-491B-8AF4-C0E0EC197394
6,717999154,8/19/17 6:49,8/19/17 6:50,iOS,US,Michigan,Flat Rock,T-Mobile,female,18 - 24,1995,Very inappropriate,No ones should know the procedure the patient is getting besides the medical staff helping them,Strongly agree,Strongly agree,Strongly agree,living_with_partner,one,university,student,health_care_and_social_assistance,white,lower_i,,,,,,,,,,,,165CB271-4D6D-4079-92F7-06DF92F2EBD9
3,721800404,8/19/17 6:47,8/19/17 6:48,iOS,US,Michigan,Lincoln Park,Sprint,female,18 - 24,1998,Very inappropriate,I chose that it was very inappropriate because not only are they choosing people randomly without permission but they are not letting them know because they're claiming to give them the same set of precautions,Strongly agree,Agree,Neither disagree nor agree,living_with_partner,zero,high_school,unemployed_looking,unemployed,white,lower_i,,,,,,,,,,,,173B8107-D3A7-4066-A7AB-86D24078382C
90,723911645,8/19/17 6:37,8/19/17 6:39,Android,US,Ohio,Girard,MetroPCS,female,25 - 34,1985,Very appropriate,Because the dr being identified that they are able and can provide the procedure would make a patient more comforted also the fact that they are odentified to cut down on infection makes total logical sense because if they were identified as such they would be competent in the procedure which in turn will cut down on the risk of infection,Neither agree nor disagree,Strongly disagree,Strongly agree,married,two,high_school,homemaker,homemaker,other,lower_ii,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,e453fc16-7cba-4e5e-8997-5c595f7c90e6
88,729463449,8/19/17 6:47,8/19/17 6:47,Android,US,Ohio,Unknown,MetroPCS,female,25 - 34,1989,Somewhat appropriate,You never know what could happen. Either option could work. With different people,Neither disagree nor agree,Neither disagree nor agree,Neither disagree nor agree,single,one,high_school,employed_for_wages,other,white,lower_i,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,c2f9f76f-1260-43d2-ae2c-fbf5d10bb056
39,730335283,8/19/17 7:06,8/19/17 7:06,Android,US,Texas,Edinburg,Sprint,male,25 - 34,1988,Very appropriate,It's teue,Strongly agree,Agree,Neither agree nor disagree,prefer_not_to_say,zero,high_school,unable_to_work,unemployed,hispanic,prefer_not_to_say,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,85922824-107d-4454-a35d-97c95bb1332e
88,732928412,8/19/17 6:35,8/19/17 6:36,Android,US,Iowa,Des Moines,Verizon Wireless,male,45 - 54,1972,Very inappropriate,Because the Dr.s main job is to do what's best for your health.,Strongly agree,Strongly agree,Strongly agree,married,three,vocational_technical_college,self_employed,other,white,lower_ii,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,d65a47ed-4cc3-4a16-93a3-d205b64a2201
84,737719713,8/19/17 6:47,8/19/17 6:47,Android,US,North Carolina,Four Oaks,Boost Mobile,female,35 - 44,1980,Neither appropriate nor inappropriate,It doesn't seem like a good idea,Agree,Agree,Agree,married,two,high_school,homemaker,homemaker,other,lower_ii,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,d5640cb0-1068-418d-ad35-ddd686735029
25,746420314,8/19/17 6:54,8/19/17 6:56,Android,US,Wisconsin,Janesville,U.S. Cellular,female,18 - 24,1993,Very appropriate,I think it is very acceptable because then the patient can read over the precautions & make sure the the doctor does not miss or forget about any steps. It is also a great reminder for the doctor of just how important all the precautions are & to be very cautious not to forget any of it.,Neither agree nor disagree,Disagree,Agree,prefer_not_to_say,two,high_school,homemaker,unemployed,white,lower_ii,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,3ab58857-ff61-4718-8357-7abe3c57b8a1
95,746855844,8/19/17 6:47,8/19/17 6:47,Web,US,Utah,Salt Lake City,,female,18 - 24,1998,Very inappropriate,"Medical testing should be more controlled. The procedures the doctor wants to perform is highly experimental and complications will cause death, even in a procedure with a 90% success rate. Also, these general care procedures should be memorized and not at all written down, it will cause the caregivers to rely on instruction rather than studying and completely knowing what to do.",Agree,Disagree,Strongly agree,living_with_partner,zero,high_school,student,health_care_and_social_assistance,white,prefer_not_to_say,,,,,,,,,,,,
66,746855844,8/19/17 6:47,8/19/17 6:48,Web,US,Utah,Salt Lake City,,female,18 - 24,1998,Very inappropriate,"highly experimental, can cause death in surgeries with 90% success rates, more risk than help, doctors will rely on reading instructions and care for patients instead of memorizing the procedure which should be well known to ensure optimum health",Agree,Disagree,Strongly agree,living_with_partner,zero,high_school,student,health_care_and_social_assistance,white,prefer_not_to_say,,,,,,,,,,,,
44,747166268,8/20/17 17:49,8/20/17 17:49,Android,US,Alabama,Birmingham,Family Mobile,female,25 - 34,1989,Very inappropriate,They shouldnt test patients,Strongly agree,Strongly agree,Disagree,married,one,high_school,unemployed_not_looking,other,white,lower_i,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,5d629323-3427-4f22-9804-7cab9eb95453
71,753926186,8/19/17 6:42,8/19/17 6:45,Web,US,Indiana,Vevay,,female,35 - 44,1977,Very inappropriate,It seems as though this procedure is not being taken seriously enough based on the mentioned description.,Strongly agree,Agree,Strongly agree,divorced,four,high_school,employed_for_wages,transportation_and_warehousing,white,lower_ii,,,,,,,,,,,,
74,755354842,8/19/17 6:41,8/19/17 6:43,iOS,US,Michigan,Dearborn Heights,T-Mobile,female,25 - 34,1988,Very appropriate,Because I think we don't know what best for us. Sometimes it's time have help,Strongly disagree,Strongly agree,Disagree,married,four,high_school,other,health_care_and_social_assistance,white,middle_i,,,,,,,,,,,,F6480AF1-74C7-41F2-A088-05D66BE2DBB5
98,755509816,8/19/17 6:36,8/19/17 6:36,Web,US,Oklahoma,Oklahoma City,,female,> 54,1962,Somewhat inappropriate,More details are needed to why this procedure needs to be used,Strongly agree,Agree,Neither disagree nor agree,married,one,vocational_technical_college,homemaker,unemployed,white,middle_i,,,,,,,,,,,,
6,762644868,8/19/17 6:39,8/19/17 6:41,Android,US,California,Oroville,MetroPCS,female,18 - 24,1996,Somewhat inappropriate,Because i think the director should of chose some one with more expierience.,Neither agree nor disagree,Disagree,Agree,single,zero,high_school,employed_for_wages,health_care_and_social_assistance,white,lower_i,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,1acd527e-953a-43cb-9a60-f8753e539f09
76,764157874,8/19/17 6:48,8/19/17 6:48,Android,US,Texas,Lockhart,,male,14 - 17,2001,Somewhat inappropriate,Because while the Doctor in the long run will be saving lives he will have to put others at risk for the results.,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,single,zero,high_school,employed_for_wages,other,white,middle_i,,,,,,,,,,,,
45,765887457,8/19/17 6:37,8/19/17 6:39,Android,US,West Virginia,Charleston,cricket,female,25 - 34,1989,Very appropriate,I think not is very important for anyone and everyone who is having that kind of a procedure done to know the risks that can effect their body afterwards and to beware and know how to take precautionary measures,Strongly agree,Agree,Neither agree nor disagree,married,one,vocational_technical_college,unemployed_looking,other,white,middle_ii,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,6f362cc7-d563-4a2e-ab1e-ea28b59d379a
45,765973022,8/19/17 6:42,8/19/17 6:43,Android,US,Washington,Unknown,,male,14 - 17,2001,Very appropriate,"Its,very goog",Agree,Disagree,Agree,single,zero,high_school,self_employed,education,black,lower_ii,,,,,,,,,,,,7b35b7c0-0ee9-4092-898e-61cd505b41d4
43,767013446,8/19/17 7:06,8/19/17 7:07,Android,US,Texas,Killeen,MetroPCS,female,25 - 34,1990,Very inappropriate,It's risking other lifes,Agree,Agree,Agree,married,one,postgraduate,homemaker,military,hispanic,lower_i,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,79e0e395-c05b-4fc1-b2a3-2a3991c6ebd2
37,767013446,8/19/17 7:06,8/19/17 7:06,Android,US,Texas,Killeen,MetroPCS,female,25 - 34,1990,Very inappropriate,It seems like he is not experienced and could risk other people life,Agree,Agree,Strongly agree,married,one,postgraduate,homemaker,military,hispanic,lower_i,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,79e0e395-c05b-4fc1-b2a3-2a3991c6ebd2
48,767013446,8/19/17 7:08,8/19/17 7:08,Android,US,Texas,Killeen,MetroPCS,female,25 - 34,1990,Somewhat appropriate,All treatment should be read and followed direction from doctor and patients,Agree,Agree,Agree,married,one,postgraduate,homemaker,military,hispanic,lower_i,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,79e0e395-c05b-4fc1-b2a3-2a3991c6ebd2
18,771923773,8/19/17 6:46,8/19/17 6:48,Android,US,Tennessee,City of La Follette,Sprint,female,18 - 24,1994,Very inappropriate,Having someone pretending to be a medical professional is very dangerous and not safe. They more than likely do not know what their doing.,Strongly disagree,Neither disagree nor agree,Agree,single,one,high_school,unable_to_work,information_other,white,lower_i,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,36f2ffad-9639-4813-8c77-bebdb89b23c1
28,773758247,8/19/17 6:38,8/19/17 6:40,iOS,US,Texas,Mission,T-Mobile,female,18 - 24,1997,Very appropriate,Because that way they know what they are doing and just in case they forget they have their badge to guide them or remind them.,Strongly agree,Agree,Neither disagree nor agree,married,zero,high_school,unable_to_work,unemployed,white,lower_i,,,,,,,,,,,,37CFC08B-5AA8-4926-B22A-363FE6DCFC98
2,781094847,8/19/17 6:47,8/19/17 6:48,iOS,US,Texas,Houston,T-Mobile,female,25 - 34,1991,Neither appropriate nor inappropriate,Because in one hand patients are being experimented on and on the other hand the procedure could save someone's life. But the only we could really know is if it was tested.,Agree,Agree,Agree,single,two,high_school,homemaker,homemaker,prefer_not_to_say,prefer_not_to_say,,,,,,,,,,,,0D0812DC-9EA3-47FB-B1FB-BA1A2D4355D1
9,781094847,8/19/17 6:48,8/19/17 7:05,iOS,US,Texas,Houston,T-Mobile,female,25 - 34,1991,Neither inappropriate nor appropriate,"We never really know if something works until we try it. If you try and you fail, you could end someone's life. But if you succeed, then you could save someone's life. I mean, honestly it sucks because you have to take that risk. That's the only way you will find out what is affective and what is not.",Agree,Agree,Neither agree nor disagree,single,two,high_school,homemaker,homemaker,prefer_not_to_say,prefer_not_to_say,,,,,,,,,,,,0D0812DC-9EA3-47FB-B1FB-BA1A2D4355D1
63,786735946,8/20/17 17:49,8/20/17 17:51,Android,US,New York,Cicero,AT&T,female,25 - 34,1986,Very inappropriate,I don't think the doctor should have just chosen patients at random. If it can cause deadly infections then only the people who really need it should get it.,Agree,Agree,Neither agree nor disagree,single,three,high_school,homemaker,homemaker,white,lower_ii,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,7d1c3824-a62e-4c35-b8d6-340d4fbd21fa
79,788747143,8/19/17 7:06,8/19/17 7:06,Android,US,Arkansas,Taylor,Searching for Service,female,18 - 24,1993,Neither appropriate nor inappropriate,I don't understand it. It made no sense to me.,Agree,Agree,Neither disagree nor agree,single,zero,high_school,employed_for_wages,manufacturing_computer_and_electronics,black,lower_ii,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,be9c11e1-a230-454f-a020-a2cef7ac489e
33,791405673,8/19/17 6:55,8/19/17 6:56,Android,US,Texas,Aransas Pass,MetroPCS,female,18 - 24,1993,Very inappropriate,They have no previous training in handling/inserting the item,Disagree,Disagree,Agree,living_with_partner,two,high_school,unable_to_work,other,prefer_not_to_say,middle_i,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,5ccec21f-3b52-4207-99bb-f271dca4c64e
1,798810913,8/19/17 7:05,8/19/17 7:05,Android,US,Kansas,Hutchinson,Verizon Wireless,male,18 - 24,1993,Very inappropriate,Because it,Strongly agree,Strongly agree,Strongly agree,living_with_partner,six_or_more,university,military,finance_and_insurance,arab,high_iii,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,02320d19-5fdc-4f10-ae5f-3efea43a28ee
2,798810913,8/19/17 7:06,8/19/17 7:06,Android,US,Kansas,Hutchinson,Verizon Wireless,male,18 - 24,1993,Very appropriate,Buoy,Agree,Disagree,Agree,living_with_partner,six_or_more,university,military,finance_and_insurance,arab,high_iii,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,02320d19-5fdc-4f10-ae5f-3efea43a28ee
1,798810913,8/19/17 7:06,8/19/17 7:06,Android,US,Kansas,Hutchinson,Verizon Wireless,male,18 - 24,1993,Very appropriate,Becuse it,Strongly agree,Strongly agree,Strongly agree,living_with_partner,six_or_more,university,military,finance_and_insurance,arab,high_iii,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,02320d19-5fdc-4f10-ae5f-3efea43a28ee
