pid,cond,condLabel,dv,dv_binary,FreeResponse,ResponseId,God,Intuition,ScienceBelief,ScienceBelief_Reverse,Sex,SexBinary1Male,Race/Ethnicity,RaceBinary1White,Age,AgeBinary1Old,Education,EducationBinary1Degree,Income,IncomeBinary1HighInc,IntuitionScore_ByHand,RepeatPollfishLabelCode,MarkedForExclusion,whoMarked,repeat_pollfish,reversal_pollfish,misunderstand_pollfish,nonsense_pollfish,pole_pollfish,poleOrderPollfish
804,xB,poster,5,0,Because it will help surgeons understand how to make surgery safer,480673607,3,3,5,1,2,0,3,1,25,0,2,0,2,0,7,0,0,SA&WC,0,0,0,0,0.00,HiToLo
805,xB,poster,5,0,Very cool,-1861586881,1,4,4,2,1,1,2,0,24,0,2,0,1,0,7,0,0,SA&WC,0,0,0,0,0.00,HiToLo
806,xB,poster,5,0,"According to the first few sentences, inserting plastic tubes to save lives that carry a risk, should have posters in every room that performs this procedure to help others understand what it is and what they use and what to expect.",-149600672,3,5,4,2,2,0,3,1,20,0,2,0,1,0,10,1,0,SA&WC,1,0,0,0,0.00,HiToLo
807,xB,poster,5,0,I just think the safer you are the better.,-1762146627,5,4,3,3,2,0,3,1,19,0,2,0,1,0,12,1,0,SA&WC,1,0,0,0,0.00,HiToLo
808,xB,poster,5,0,Because I think we don't know what best for us. Sometimes it's time have help,755354842,1,5,2,4,2,0,3,1,29,0,2,0,3,0,10,0,0,SA&WC,0,0,0,0,0.00,HiToLo
809,xB,poster,5,0,because it carefully outlines the steps of the procedure so that the procedure is done the exact same way each time. obviously this is verycrucial to the experiment,1087443926,3,1,5,1,2,0,3,1,55,1,6,1,2,0,5,1,0,SA&WC,1,0,0,0,0.00,HiToLo
810,xB,poster,5,0,The director wants to help the patients by reminding hospital staff how to keep patients safe.  It is a good standard procedure to follow.,-324119640,4,5,3,3,2,0,3,1,38,1,4,1,1,0,12,0,0,SA&WC,0,0,0,0,0.00,HiToLo
811,xB,poster,5,0,Cause its really valuable for me.,-747369387,4,1,3,3,1,1,3,1,26,0,4,1,2,0,8,0,0,SA&WC,0,0,0,0,0.00,HiToLo
812,xB,poster,5,0,The doctor is doing a service by making this easily accessible to others,-2023465311,3,2,3,3,2,0,5,0,55,1,4,1,1,0,8,0,0,SA&WC,0,0,0,0,0.00,HiToLo
813,xB,poster,5,0,Its nice as a patient to be well informed of all risks associated with a particular procedure.,118063800,4,4,4,2,1,1,3,1,47,1,4,1,3,0,10,0,0,SA&WC,0,0,0,0,0.00,HiToLo
814,xB,poster,5,0,Because it makes sense,1084380142,1,2,3,3,1,1,3,1,18,0,2,0,1,0,6,0,0,SA&WC,0,0,0,0,0.00,HiToLo
815,xB,poster,5,0,A doctor knows best and is properly trained and educated.,1523811268,3,2,2,4,2,0,3,1,35,1,3,0,1,0,9,1,0,SA&WC,1,0,0,0,0.00,HiToLo
816,xB,poster,5,0,Whoever performing this procedure should be aware of how to prevent infections.  Patients should be allowed to read this and make sure the doctor is treating them properly.,-1247034296,3,2,5,1,2,0,3,1,29,0,2,0,2,0,6,0,0,SA&WC,0,0,0,0,0.00,HiToLo
817,xB,poster,5,0,Nothing,1804127930,4,4,4,2,2,0,2,0,24,0,2,0,1,0,10,0,0,SA&WC,0,0,0,0,0.00,HiToLo
818,xB,poster,5,0,I think every employee and paitent needs to be educated on the procedure,-183678795,4,4,4,2,2,0,3,1,38,1,3,0,3,0,10,0,0,SA&WC,0,0,0,0,0.00,HiToLo
819,xB,poster,5,0,It would be great to know what procedures the doctor is qualified for.,-1329026575,5,5,4,2,2,0,3,1,25,0,4,1,2,0,12,0,0,SA&WC,0,0,0,0,0.00,HiToLo
820,xB,poster,5,0,Because it should be on wall so people know what the procedure is before it is done,74106299,4,4,4,2,1,1,2,0,27,0,2,0,1,0,10,0,1,SA&WC,0,0,1,0,0.00,HiToLo
821,xB,poster,1,1,It's not right,1268095386,2,2,4,2,2,0,3,1,26,0,2,0,1,0,6,1,0,SA&WC,1,0,0,0,0.00,HiToLo
822,xB,poster,1,1,I like,799009358,1,4,4,2,2,0,1,0,37,1,4,1,4,1,7,0,0,SA&WC,0,0,0,0,0.00,HiToLo
823,xB,poster,1,1,Painful with tubes,1195898611,5,4,4,2,2,0,4,0,32,0,6,1,1,0,11,1,0,SA&WC,1,0,0,0,0.00,HiToLo
824,xB,poster,1,1,Disagree very strongly about this,1840490163,1,1,3,3,2,0,2,0,29,0,2,0,6,1,5,1,0,SA&WC,2,0,0,0,0.00,HiToLo
825,xB,poster,1,1,Becouse i like it that way,-1832346762,3,4,5,1,2,0,1,0,25,0,6,1,1,0,8,0,0,SA&WC,0,0,0,0,0.00,HiToLo
